professor,review,tags
Lawrence B. Glickman,"Prof Glickman is one of the best professors. He is passionate about the subject (which is really interesting), and is just an overall amazing human. He responds to emails quickly. He also cancels sections during exam weeks and before breaks. The research paper is only 5-7 pages and the readings are required, but interesting. 15/10 class","['Get ready to read', 'Caring', 'Amazing lectures', 'Accessible outside class']"
Dawn Michelle Chutkow,"Professor Chutkow is a phenomenal lecturer and instructor. I enjoyed each lecture, which were all engaging and clear. Professor Chutkow made complicated legal jargon feel familiar and has guided me toward a career option I never would have thought existed. An excellent class.","['Amazing lectures', 'Tough grader', ""Skip class? You won't pass."", 'Lecture heavy', 'Gives good feedback']"
Veronica  Martinez-Matsuda,"There's a lot of reading and writing in the class: I remember reading (well, skimming) up to 200 pages a week. I didn't think that I was much of a historian, but she makes the material interesting. She is also open to help out if you ever need it! There's also a lot of writing for the class. I had three papers and the final was handwritten essays.","['Get ready to read', 'Amazing lectures', 'Gives good feedback', 'Caring', 'Respected']"
Lily H. Chi,My absolute favorite cornell architecture professor. Get ready to work and be much better for it.,"['Gives good feedback', 'Tough grader', 'Get ready to read', 'Participation matters', ""Skip class? You won't pass.""]"
Lingfeng  Geng,,[]
Cindy Hsin-Liu  Kao,,[]
Joeva  Barrow,,[]
Anthony Paul Bretscher,"Lectures are easy to follow, concise, and well-organized, considering the complexity of the material. It's clear that he knows exactly what he's talking about and is well-versed in the field. The class is super interesting, but keep up with the material instead of cramming for the prelims, as the questions are both thematic and detail-oriented.","['Amazing lectures', ""Skip class? You won't pass."", 'Accessible outside class', 'Get ready to read', 'Respected']"
Keith Lloyd Perry,,[]
Ron  Applegate,"His classes make a great choice for an ILR history elective. Grade was based on a short essay, prelim essay, and a final essay (all take home). His grading criteria is very clear and he explicitly lays out everything you need to do on the essays in order to do well on them. He also provides a lot of feedback on essays that I found helpful.","['Gives good feedback', 'Get ready to read', 'Clear grading criteria', 'Lecture heavy', 'Accessible outside class']"
Jane  Wang,"Took Intermediate Fluids with her in Spring 11. Her first time teaching the class, so some of the flaws can be given to growing pains. But on the whole, her lectures were very general and did not really help me do the homework (arbitrarily graded because the TAs didn't have a good way of scoring them), and her tests were utterly impossible. teaching is not her priority not too bad- at least she's not overly theoretical like some other profs teaching math 191 She was the worst professor I ever had in my four years at Cornell.  Avoid.",[]
Sumanta  Basu,,[]
Lin  Bian,,[]
Liana  Miuccio,,[]
Janet Sara Fortess,,[]
Sujata  Singh,"Sujata Ji is VERY disorganized.  It seemed like she never taught a class before. Every assignment, test, and quiz had a mistake on it.  There was an overwhelming amount of hw.  The 2nd semester was easier, except she lied to me about what was going to be on the midterm and I did poorly because of it.  She's extremely nice, but not a good teacher. Sujata ji is a little disorganized, but I'm definitely learning a lot of hindi. The class isn't too hard either. Sujata Ji is sophisticated, calm and always ready to help. I would recommend taking this class if you want to learn hindi. She is disorganized, rude, and picks favorites.  Cornell needs a new Hindi teacher and I wish this wasn't required. She is amazing, very dedicated to teach and cares for her studetns. Sujata ji Rocks!",[]
Lionel  Levine,,[]
Tad  Brennan,"Tad is an absolutely fantastic professor and very funny. Reading is not *optional* but you really don't have to read except for the papers. Make sure you pay attention in class though (also don't miss class - bad idea). Go to the TAs and run your papers by them before turning it in. If you do all of this and give it a good shot, you'll do well.","['Amazing lectures', 'Get ready to read', 'Graded by few things', 'Participation matters', ""Skip class? You won't pass.""]"
Mitzi D. Clark,,[]
Gregory P. Dietl,,[]
Sunn Shelley Wong,,[]
Beth Goelzer Lyons,,[]
Jane E. Mendle,"Best psych/hd course I've taken at Cornell. Mendle is a little closed-minded regarding psychodynamic therapy, but was willing to discuss the merits of different approaches. The class itself was fantastic. Lectures were engaging and we covered all of the major disorders. I retained more knowledge from this class than from any others.",[]
Marilyn  Migiel,One of my favourite professors at Cornell. She puts the most work of any professor I've had into improving your writing.,"['Participation matters', 'Gives good feedback', 'Respected']"
Lori  Leonard,,[]
Bruce A. Levitt,"Took his summer program. Had a lot of fun in those 'endless' yet inspirational discussions. He is nice and approachable,  also considerate of non-native speakers. He guided us through the discussions without intervening with his personal preferences. I would recommend his course to whoever wants a joyful and unforgettable experience.","['Gives good feedback', 'Accessible outside class', 'Get ready to read', ""Skip class? You won't pass."", 'Amazing lectures']"
Rachel E. Prentice,She's an awesome professor! Definitely very caring and willing to help if you reach out to her (by email or in person). The course content is interesting and is an easy A if you go to most of the lectures and discussion sections.,"[""Skip class? You won't pass."", 'Get ready to read', 'Amazing lectures', 'Inspirational', 'Hilarious']"
Ziad A. Fahmy,Great lecturer who cares about his field and knows what he's talking about. Studying for tests is relatively easy as his lectures are very closely aligned with the textbook and the slides are all posted online and are very comprehensive. Essay grading can be a little difficult because it's a little unclear exactly what he's looking for.,"['Clear grading criteria', 'Would take again', 'Respected', 'Gives good feedback', 'Participation matters']"
Mark A Sacco,,[]
Zhenglong  Gu,"Class was decently interesting, and you could skip a few and still do well. Not the hardest course and pretty interesting.","['Would take again', 'Hilarious', 'Clear grading criteria', 'Lots of homework', 'Caring']"
Taryn L. Bauerle,I really liked this class. it is laid back enough that you don't have massive anxiety but you also discuss interesting topics and learn a lot about plants. I recommend.,"['Group projects', 'Participation matters', 'Caring', ""Skip class? You won't pass."", 'Gives good feedback']"
Kelly Rose Hoffer,,[]
Jeremy Lee Wallace,,[]
Kengo  Kato,,[]
Werner Hans Goehner,"Are you trying to get rid of your passion for architecture? Look no further! This professor will ""provoke"" you with such single minded feedback, that you will not only hate your project but even yourself! There is a reason why 95% of students put him on the ""especially not him"" box, on their ballots for Thesis advisers. Worst Professor. Doesn't give any feedback for projects. The worst professor ever. Not helpful at all. Nasty attitude. Backed by years of experience and vast knowledge, Professor Goehner is a hugely enthusiastic professor who truly loves architecture and its education.  He has high expectations for students, but always for the development of his students. For ambitious architecture students, there is noone better. Interesting class, very knowledgable professor","['Inspirational', 'Gives good feedback', 'Caring', 'Tough grader', 'Would take again']"
Scott D. Stewart,,[]
Shivaun D. Archer,,[]
Ed  Swartz,,[]
Xingzhong  Yu,,[]
Marten H. Wegkamp,,[]
Rachit  Agarwal,"It was his first time teaching, and he did a great job in the lectures (some mistakes, but the lectures were very engaging). The class was unorganized, but he was very approachable, always ready to help and really cared about us students. There are very few other professors who stay in office until 11PM to help students and come back at 8AM.","['Lots of homework', 'Accessible outside class', 'Amazing lectures', 'Inspirational', 'Graded by few things']"
